,State,District,Season,Crop,Year,Area,Rainfall,Production,Humidity,Min Temperature,Max Temperature,Temperature
1425,karnataka,mysore,whole year,coriander,1997,870.0,53.01988829,86.0,71,14,35,23
1426,karnataka,mysore,whole year,coriander,1998,639.0,65.51565736,63.0,71,15,37,24
1427,karnataka,mysore,whole year,coriander,1999,630.0,55.61780478,62.0,72,12,36,23
1428,karnataka,mysore,whole year,coriander,2000,15.0,200.038625,1.0,71,12,36,23
1429,karnataka,mysore,whole year,coriander,2001,217.0,197.0748021,21.0,70,13,35,23
1430,karnataka,mysore,whole year,coriander,2002,34.0,218.30756680000002,3.0,67,12,35,24
1431,karnataka,mysore,whole year,coriander,2003,75.0,189.2369639,7.0,68,13,37,24
1432,karnataka,mysore,whole year,coriander,2004,24.0,289.641997,2.0,69,14,36,23
1433,karnataka,mysore,whole year,coriander,2005,25.0,236.5851664,2.0,72,13,36,23
1434,karnataka,mysore,whole year,coriander,2006,42.0,180.14018049999999,4.0,66,11,36,24
1435,karnataka,mysore,whole year,coriander,2007,26.0,255.1391817,9.0,66,12,38,24
1436,karnataka,mysore,whole year,coriander,2008,63.0,294.5814318,34.0,69,7,36,23
1437,karnataka,mysore,whole year,coriander,2009,61.0,243.977286,30.0,68,9,36,23
1438,karnataka,mysore,whole year,coriander,2010,46.0,249.92219049999997,17.0,73,10,36,23
1439,karnataka,mysore,whole year,coriander,2011,19.0,234.4298492,8.0,69,8,37,23
1440,karnataka,mysore,whole year,coriander,2012,34.0,279.5833208,13.0,65,8,36,23
1441,karnataka,mysore,whole year,coriander,2013,51.0,271.3759434,16.0,67,9,36,24
1442,karnataka,raichur,whole year,coriander,1997,38.0,327.93174530000005,7.0,71,14,35,23
1443,karnataka,raichur,whole year,coriander,2000,23.0,231.2762288,4.0,71,12,36,23
1444,karnataka,raichur,whole year,coriander,2001,275.0,243.68326910000002,48.0,70,13,35,23
1445,karnataka,raichur,whole year,coriander,2002,103.0,204.72785580000001,18.0,67,12,35,24
1446,karnataka,raichur,whole year,coriander,2003,18.0,124.06832179999999,3.0,68,13,37,24
1447,karnataka,raichur,whole year,coriander,2004,18.0,136.16411010000002,3.0,69,14,36,23
1448,karnataka,raichur,whole year,coriander,2005,4.0,124.8068425,1.0,72,13,36,23
1449,karnataka,shimoga,whole year,coriander,1997,83.0,195.9407369,8.0,71,14,35,23
1450,karnataka,shimoga,whole year,coriander,1999,2.0,153.1361447,1.0,72,12,36,23
1451,karnataka,shimoga,whole year,coriander,2012,2.0,115.40084540000001,1.0,65,8,36,23
1452,karnataka,tumkur,whole year,coriander,1997,23.0,177.4468204,3.0,71,14,35,23
1453,karnataka,tumkur,whole year,coriander,1998,52.0,207.369485,6.0,71,15,37,24
1454,karnataka,tumkur,whole year,coriander,1999,69.0,176.7290404,8.0,72,12,36,23
1455,karnataka,tumkur,whole year,coriander,2000,58.0,188.9715867,6.0,71,12,36,23
1456,karnataka,tumkur,whole year,coriander,2001,20.0,146.6549656,2.0,70,13,35,23
1457,karnataka,tumkur,whole year,coriander,2002,8.0,174.7694138,1.0,67,12,35,24
1458,karnataka,tumkur,whole year,coriander,2003,9.0,181.70978449999998,1.0,68,13,37,24
1459,karnataka,tumkur,whole year,coriander,2004,21.0,197.22364869999998,2.0,69,14,36,23
1460,karnataka,tumkur,whole year,coriander,2005,8.0,163.2533041,1.0,72,13,36,23
1461,karnataka,tumkur,whole year,coriander,2007,16.0,117.886641,6.0,66,12,38,24
1462,karnataka,tumkur,whole year,coriander,2008,28.0,68.77186111,15.0,69,7,36,23
1463,karnataka,tumkur,whole year,coriander,2009,4.0,58.96307176,2.0,68,9,36,23
1464,karnataka,tumkur,whole year,coriander,2010,8.0,80.24733931,3.0,73,10,36,23
1465,karnataka,tumkur,whole year,coriander,2011,58.0,65.60036161,24.0,69,8,37,23
1466,karnataka,tumkur,whole year,coriander,2012,42.0,92.7254468,17.0,65,8,36,23
1467,madhya pradesh,balaghat,whole year,coriander,1999,353.0,80.66278723,95.0,56,6,43,25
1468,madhya pradesh,balaghat,whole year,coriander,2000,291.0,71.14498227,65.0,51,6,48,25
1469,madhya pradesh,balaghat,whole year,coriander,2001,298.0,84.59441519,86.0,51,6,43,25
1470,madhya pradesh,balaghat,whole year,coriander,2002,342.0,71.20886793,91.0,51,7,43,26
1471,madhya pradesh,balaghat,whole year,coriander,2003,325.0,84.09832233,90.0,55,7,43,25
1472,madhya pradesh,balaghat,whole year,coriander,2004,324.0,61.79161019,87.0,54,6,43,25
1473,madhya pradesh,balaghat,whole year,coriander,2006,340.0,90.87155085,91.0,63,7,43,25
1474,madhya pradesh,balaghat,whole year,coriander,2007,308.0,101.4647126,83.0,58,8,42,25
1475,madhya pradesh,balaghat,whole year,coriander,2008,408.0,95.69322605,109.0,56,6,42,25
1476,madhya pradesh,balaghat,whole year,coriander,2009,339.0,104.98526880000001,91.0,58,7,44,26
1477,madhya pradesh,balaghat,whole year,coriander,2010,323.0,80.75735574,87.0,58,6,44,26
1478,madhya pradesh,balaghat,whole year,coriander,2011,333.0,90.77477964,89.0,58,3,43,25
1479,madhya pradesh,balaghat,whole year,coriander,2012,340.0,70.1871483,67.0,55,5,42,25
1480,madhya pradesh,balaghat,whole year,coriander,2013,333.0,45.16630845,76.0,62,6,44,24
1481,madhya pradesh,barwani,whole year,coriander,1999,61.0,53.21135904,16.0,56,6,43,25
1482,madhya pradesh,barwani,whole year,coriander,2000,46.0,57.68261325,10.0,51,6,48,25
1483,madhya pradesh,barwani,whole year,coriander,2001,88.0,72.65271777,23.0,51,6,43,25
1484,madhya pradesh,barwani,whole year,coriander,2002,121.0,61.80097648,35.0,51,7,43,26
1485,madhya pradesh,barwani,whole year,coriander,2003,145.0,58.37399804,42.0,55,7,43,25
1486,madhya pradesh,barwani,whole year,coriander,2004,138.0,71.96008317,31.0,54,6,43,25
1487,madhya pradesh,barwani,whole year,coriander,2006,68.0,77.8776736,14.0,63,7,43,25
1488,madhya pradesh,barwani,whole year,coriander,2007,77.0,73.50592829,14.0,58,8,42,25
1489,madhya pradesh,barwani,whole year,coriander,2008,53.0,74.10741069,10.0,56,6,42,25
1490,madhya pradesh,barwani,whole year,coriander,2009,178.0,54.13164656,33.0,58,7,44,26
1491,madhya pradesh,barwani,whole year,coriander,2010,174.0,197.29710790000001,38.0,58,6,44,26
1492,madhya pradesh,barwani,whole year,coriander,2011,183.0,137.5829538,39.0,58,3,43,25
1493,madhya pradesh,barwani,whole year,coriander,2012,128.0,163.5965795,54.0,55,5,42,25
1494,madhya pradesh,barwani,whole year,coriander,2013,149.0,194.79296499999998,66.0,62,6,44,24
1495,madhya pradesh,betul,whole year,coriander,1999,274.0,161.8693026,71.0,56,6,43,25
1496,madhya pradesh,betul,whole year,coriander,2000,128.0,175.31610859999998,33.0,51,6,48,25
1497,madhya pradesh,betul,whole year,coriander,2001,257.0,135.571009,71.0,51,6,43,25
1498,madhya pradesh,betul,whole year,coriander,2002,225.0,200.4850069,57.0,51,7,43,26
1499,madhya pradesh,betul,whole year,coriander,2003,278.0,183.02466719999998,74.0,55,7,43,25
1500,madhya pradesh,betul,whole year,coriander,2004,500.0,221.2563889,137.0,54,6,43,25
1501,madhya pradesh,betul,whole year,coriander,2006,411.0,187.5551157,124.0,63,7,43,25
1502,madhya pradesh,betul,whole year,coriander,2007,558.0,271.2724263,172.0,58,8,42,25
1503,madhya pradesh,betul,whole year,coriander,2008,256.0,234.1682022,78.0,56,6,42,25
1504,madhya pradesh,betul,whole year,coriander,2009,766.0,185.41268349999999,239.0,58,7,44,26
1505,madhya pradesh,betul,whole year,coriander,2010,629.0,245.84680699999998,184.0,58,6,44,26
1506,madhya pradesh,betul,whole year,coriander,2011,409.0,281.5678172,127.0,58,3,43,25
1507,madhya pradesh,betul,whole year,coriander,2012,391.0,231.2492348,160.0,55,5,42,25
1508,madhya pradesh,betul,whole year,coriander,2013,426.0,228.37593619999998,203.0,62,6,44,24
1509,madhya pradesh,bhind,whole year,coriander,2000,2.0,230.9136614,1.0,51,6,48,25
1510,madhya pradesh,bhind,whole year,coriander,2001,2.0,269.90913839999996,1.0,51,6,43,25
1511,madhya pradesh,bhind,whole year,coriander,2002,1.0,262.8820949,0.01,51,7,43,26
1512,madhya pradesh,bhind,whole year,coriander,2003,6.0,321.5533412,2.0,55,7,43,25
1513,madhya pradesh,bhind,whole year,coriander,2004,4.0,225.1792784,1.0,54,6,43,25
1514,madhya pradesh,bhind,whole year,coriander,2006,4.0,231.3770232,1.0,63,7,43,25
1515,madhya pradesh,bhind,whole year,coriander,2007,7.0,201.53883530000002,1.0,58,8,42,25
1516,madhya pradesh,bhopal,whole year,coriander,1999,1128.0,47.45101859,470.0,56,6,43,25
1517,madhya pradesh,bhopal,whole year,coriander,2000,508.0,55.64350155,206.0,51,6,48,25
1518,madhya pradesh,bhopal,whole year,coriander,2001,569.0,47.89195846,197.0,51,6,43,25
1519,madhya pradesh,bhopal,whole year,coriander,2002,386.0,51.17899654,134.0,51,7,43,26
1520,madhya pradesh,bhopal,whole year,coriander,2003,614.0,54.08933304,221.0,55,7,43,25
1521,madhya pradesh,bhopal,whole year,coriander,2004,667.0,56.04427775,235.0,54,6,43,25
1522,madhya pradesh,bhopal,whole year,coriander,2006,672.0,188.3501875,257.0,63,7,43,25
1523,madhya pradesh,bhopal,whole year,coriander,2007,1347.0,169.76432769999997,525.0,58,8,42,25
1524,madhya pradesh,bhopal,whole year,coriander,2008,1306.0,187.5629049,517.0,56,6,42,25
1525,madhya pradesh,bhopal,whole year,coriander,2009,984.0,160.4435202,465.0,58,7,44,26
1526,madhya pradesh,bhopal,whole year,coriander,2010,1806.0,73.02213889,576.0,58,6,44,26
1527,madhya pradesh,bhopal,whole year,coriander,2011,1472.0,63.93867824,658.0,58,3,43,25
1528,madhya pradesh,bhopal,whole year,coriander,2012,1423.0,84.54888985,973.0,55,5,42,25
1529,madhya pradesh,bhopal,whole year,coriander,2013,1470.0,76.96324082,1171.0,62,6,44,24
1530,madhya pradesh,chhatarpur,whole year,coriander,1999,504.0,110.63327009999999,105.0,56,6,43,25
1531,madhya pradesh,chhatarpur,whole year,coriander,2000,460.0,92.86502251,85.0,51,6,48,25
1532,madhya pradesh,chhatarpur,whole year,coriander,2001,535.0,71.02400188,101.0,51,6,43,25
1533,madhya pradesh,chhatarpur,whole year,coriander,2002,540.0,103.1890002,100.0,51,7,43,26
1534,madhya pradesh,chhatarpur,whole year,coriander,2003,596.0,102.95525,114.0,55,7,43,25
1535,madhya pradesh,chhatarpur,whole year,coriander,2004,563.0,97.08335417,108.0,54,6,43,25
1536,madhya pradesh,chhatarpur,whole year,coriander,2006,463.0,77.69402951,74.0,63,7,43,25
1537,madhya pradesh,chhatarpur,whole year,coriander,2007,269.0,97.90175246,39.0,58,8,42,25
1538,madhya pradesh,chhatarpur,whole year,coriander,2008,399.0,112.0912294,80.0,56,6,42,25
1539,madhya pradesh,chhatarpur,whole year,coriander,2009,369.0,105.8036024,72.0,58,7,44,26
1540,madhya pradesh,chhatarpur,whole year,coriander,2010,342.0,129.20146689999999,66.0,58,6,44,26
1541,madhya pradesh,chhatarpur,whole year,coriander,2011,458.0,97.18412224,92.0,58,3,43,25
1542,madhya pradesh,chhatarpur,whole year,coriander,2012,443.0,78.72734807,93.0,55,5,42,25
1543,madhya pradesh,chhatarpur,whole year,coriander,2013,536.0,112.2375699,98.0,62,6,44,24
1544,madhya pradesh,chhindwara,whole year,coriander,1999,638.0,107.26288079999999,175.0,56,6,43,25
1545,madhya pradesh,chhindwara,whole year,coriander,2000,333.0,112.38124009999999,79.0,51,6,48,25
1546,madhya pradesh,chhindwara,whole year,coriander,2001,296.0,97.83468667,64.0,51,6,43,25
1547,madhya pradesh,chhindwara,whole year,coriander,2002,469.0,136.0842239,99.0,51,7,43,26
1548,madhya pradesh,chhindwara,whole year,coriander,2003,448.0,114.995352,119.0,55,7,43,25
1549,madhya pradesh,chhindwara,whole year,coriander,2004,302.0,129.8477733,76.0,54,6,43,25
1550,madhya pradesh,chhindwara,whole year,coriander,2006,465.0,182.0957311,129.0,63,7,43,25
1551,madhya pradesh,chhindwara,whole year,coriander,2007,508.0,136.7168943,132.0,58,8,42,25
1552,madhya pradesh,chhindwara,whole year,coriander,2008,596.0,101.1083245,158.0,56,6,42,25
1553,madhya pradesh,chhindwara,whole year,coriander,2009,352.0,105.898027,104.0,58,7,44,26
1554,madhya pradesh,chhindwara,whole year,coriander,2010,353.0,111.00825230000001,92.0,58,6,44,26
1555,madhya pradesh,chhindwara,whole year,coriander,2011,429.0,119.262271,149.0,58,3,43,25
1556,madhya pradesh,chhindwara,whole year,coriander,2012,537.0,95.73577259,198.0,55,5,42,25
1557,madhya pradesh,chhindwara,whole year,coriander,2013,362.0,73.29394715,148.0,62,6,44,24
1558,madhya pradesh,damoh,whole year,coriander,1999,280.0,65.83224560000001,75.0,56,6,43,25
1559,madhya pradesh,damoh,whole year,coriander,2000,267.0,87.8966038,52.0,51,6,48,25
1560,madhya pradesh,damoh,whole year,coriander,2001,293.0,67.09280032,70.0,51,6,43,25
1561,madhya pradesh,damoh,whole year,coriander,2002,318.0,91.74023336,65.0,51,7,43,26
1562,madhya pradesh,damoh,whole year,coriander,2003,305.0,70.08735278,81.0,55,7,43,25
1563,madhya pradesh,damoh,whole year,coriander,2004,328.0,79.75871078,88.0,54,6,43,25
1564,madhya pradesh,damoh,whole year,coriander,2006,316.0,98.29155923,75.0,63,7,43,25
1565,madhya pradesh,damoh,whole year,coriander,2007,355.0,80.51337994,71.0,58,8,42,25
1566,madhya pradesh,damoh,whole year,coriander,2008,415.0,94.40244833,136.0,56,6,42,25
1567,madhya pradesh,damoh,whole year,coriander,2009,480.0,91.92962069,159.0,58,7,44,26
1568,madhya pradesh,damoh,whole year,coriander,2010,413.0,75.97038506,136.0,58,6,44,26
1569,madhya pradesh,damoh,whole year,coriander,2011,464.0,75.84628209,148.0,58,3,43,25
1570,madhya pradesh,damoh,whole year,coriander,2012,491.0,56.70519017,187.0,55,5,42,25
1571,madhya pradesh,damoh,whole year,coriander,2013,376.0,83.63709182,172.0,62,6,44,24
1572,madhya pradesh,datia,whole year,coriander,1999,9.0,64.82992432,3.0,56,6,43,25
1573,madhya pradesh,datia,whole year,coriander,2000,3.0,90.34299369,1.0,51,6,48,25
1574,madhya pradesh,datia,whole year,coriander,2001,4.0,70.09891614,1.0,51,6,43,25
1575,madhya pradesh,datia,whole year,coriander,2002,10.0,110.36990970000001,2.0,51,7,43,26
1576,madhya pradesh,datia,whole year,coriander,2003,5.0,59.70899247,1.0,55,7,43,25
1577,madhya pradesh,datia,whole year,coriander,2004,3.0,68.85168745,1.0,54,6,43,25
1578,madhya pradesh,datia,whole year,coriander,2006,5.0,94.65414062,1.0,63,7,43,25
1579,madhya pradesh,datia,whole year,coriander,2007,7.0,89.51651172,1.0,58,8,42,25
1580,madhya pradesh,datia,whole year,coriander,2008,11.0,86.87620931,4.0,56,6,42,25
1581,madhya pradesh,datia,whole year,coriander,2009,22.0,87.01693411,6.0,58,7,44,26
1582,madhya pradesh,datia,whole year,coriander,2010,51.0,90.07916118,13.0,58,6,44,26
1583,madhya pradesh,datia,whole year,coriander,2011,9.0,99.04651343,3.0,58,3,43,25
1584,madhya pradesh,datia,whole year,coriander,2012,19.0,69.14187612,8.0,55,5,42,25
1585,madhya pradesh,datia,whole year,coriander,2013,19.0,43.90343555,7.0,62,6,44,24
1586,madhya pradesh,dewas,whole year,coriander,1999,118.0,64.51386963,49.0,56,6,43,25
1587,madhya pradesh,dewas,whole year,coriander,2000,69.0,64.49423914,16.0,51,6,48,25
1588,madhya pradesh,dewas,whole year,coriander,2001,55.0,108.66568659999999,16.0,51,6,43,25
1589,madhya pradesh,dewas,whole year,coriander,2002,65.0,55.28680722,21.0,51,7,43,26
1590,madhya pradesh,dewas,whole year,coriander,2003,81.0,67.84457505,27.0,55,7,43,25
1591,madhya pradesh,dewas,whole year,coriander,2004,112.0,99.59229792,36.0,54,6,43,25
1592,madhya pradesh,dewas,whole year,coriander,2006,103.0,70.03777483,39.0,63,7,43,25
1593,madhya pradesh,dewas,whole year,coriander,2007,63.0,73.28853998,26.0,58,8,42,25
1594,madhya pradesh,dewas,whole year,coriander,2008,79.0,79.20037833,28.0,56,6,42,25
1595,madhya pradesh,dewas,whole year,coriander,2009,93.0,74.39786486,34.0,58,7,44,26
1596,madhya pradesh,dewas,whole year,coriander,2010,82.0,67.15557207,34.0,58,6,44,26
1597,madhya pradesh,dewas,whole year,coriander,2011,219.0,147.1302143,90.0,58,3,43,25
1598,madhya pradesh,dewas,whole year,coriander,2012,224.0,76.00193453,108.0,55,5,42,25
1599,madhya pradesh,dewas,whole year,coriander,2013,121.0,65.65725649,31.0,62,6,44,24
1600,madhya pradesh,dhar,whole year,coriander,1999,89.0,120.61927140000002,30.0,56,6,43,25
1601,madhya pradesh,dhar,whole year,coriander,2000,60.0,89.52243928,14.0,51,6,48,25
1602,madhya pradesh,dhar,whole year,coriander,2001,37.0,93.38086994,13.0,51,6,43,25
1603,madhya pradesh,dhar,whole year,coriander,2002,39.0,101.5834058,12.0,51,7,43,26
1604,madhya pradesh,dhar,whole year,coriander,2003,51.0,89.03028382,19.0,55,7,43,25
1605,madhya pradesh,dhar,whole year,coriander,2004,68.0,100.6457737,25.0,54,6,43,25
1606,madhya pradesh,dhar,whole year,coriander,2006,70.0,81.91206447,29.0,63,7,43,25
1607,madhya pradesh,dhar,whole year,coriander,2007,153.0,85.76732152,58.0,58,8,42,25
1608,madhya pradesh,dhar,whole year,coriander,2008,141.0,67.96619346,52.0,56,6,42,25
1609,madhya pradesh,dhar,whole year,coriander,2009,162.0,77.75593279,59.0,58,7,44,26
1610,madhya pradesh,dhar,whole year,coriander,2010,220.0,77.2472444,87.0,58,6,44,26
1611,madhya pradesh,dhar,whole year,coriander,2011,94.0,146.611937,37.0,58,3,43,25
1612,madhya pradesh,dhar,whole year,coriander,2012,325.0,65.85457809,131.0,55,5,42,25
1613,madhya pradesh,dhar,whole year,coriander,2013,276.0,60.29344151,169.0,62,6,44,24
1614,madhya pradesh,dindori,whole year,coriander,1999,315.0,124.3602035,63.0,56,6,43,25
1615,madhya pradesh,dindori,whole year,coriander,2000,229.0,89.87335029,32.0,51,6,48,25
1616,madhya pradesh,dindori,whole year,coriander,2001,213.0,99.53911252,40.0,51,6,43,25
1617,madhya pradesh,dindori,whole year,coriander,2002,334.0,87.49842604,48.0,51,7,43,26
1618,madhya pradesh,dindori,whole year,coriander,2003,215.0,101.3211188,41.0,55,7,43,25
1619,madhya pradesh,dindori,whole year,coriander,2004,229.0,114.30292659999998,44.0,54,6,43,25
1620,madhya pradesh,dindori,whole year,coriander,2006,245.0,88.80707721,34.0,63,7,43,25
1621,madhya pradesh,dindori,whole year,coriander,2007,191.0,88.91004895,21.0,58,8,42,25
1622,madhya pradesh,dindori,whole year,coriander,2008,209.0,83.43975408,25.0,56,6,42,25
1623,madhya pradesh,dindori,whole year,coriander,2009,139.0,90.78747951,17.0,58,7,44,26
1624,madhya pradesh,dindori,whole year,coriander,2010,184.0,76.78537329,22.0,58,6,44,26
1625,madhya pradesh,dindori,whole year,coriander,2011,225.0,130.1050311,27.0,58,3,43,25
1626,madhya pradesh,dindori,whole year,coriander,2012,199.0,79.39950259,36.0,55,5,42,25
1627,madhya pradesh,dindori,whole year,coriander,2013,231.0,87.83896877,57.0,62,6,44,24
1628,madhya pradesh,guna,whole year,coriander,1999,62080.0,136.0236641,18849.0,56,6,43,25
1629,madhya pradesh,guna,whole year,coriander,2000,58723.0,108.59047199999999,14858.0,51,6,48,25
1630,madhya pradesh,guna,whole year,coriander,2001,57979.0,84.995456,18337.0,51,6,43,25
1631,madhya pradesh,guna,whole year,coriander,2002,31130.0,96.16120467,3282.0,51,7,43,26
1632,madhya pradesh,guna,whole year,coriander,2003,49957.0,102.0185171,14958.0,55,7,43,25
1633,madhya pradesh,guna,whole year,coriander,2004,49719.0,108.85529309999998,14467.0,54,6,43,25
1634,madhya pradesh,guna,whole year,coriander,2006,42152.0,81.74894109,13702.0,63,7,43,25
1635,madhya pradesh,guna,whole year,coriander,2007,45253.0,90.40330175,10566.0,58,8,42,25
1636,madhya pradesh,guna,whole year,coriander,2008,46864.0,81.65585848,15233.0,56,6,42,25
1637,madhya pradesh,guna,whole year,coriander,2009,44155.0,80.59365487,14555.0,58,7,44,26
1638,madhya pradesh,guna,whole year,coriander,2010,44296.0,77.96597124,11357.0,58,6,44,26
1639,madhya pradesh,guna,whole year,coriander,2011,37286.0,160.46683090000002,11096.0,58,3,43,25
1640,madhya pradesh,guna,whole year,coriander,2012,35541.0,76.05306924,32321.0,55,5,42,25
1641,madhya pradesh,guna,whole year,coriander,2013,35656.0,56.74835465,37945.0,62,6,44,24
1642,madhya pradesh,gwalior,whole year,coriander,1999,22.0,137.9821129,13.0,56,6,43,25
1643,madhya pradesh,gwalior,whole year,coriander,2000,28.0,99.31175941,12.0,51,6,48,25
1644,madhya pradesh,gwalior,whole year,coriander,2001,23.0,96.89731328,14.0,51,6,43,25
1645,madhya pradesh,gwalior,whole year,coriander,2002,30.0,93.62669277,8.0,51,7,43,26
1646,madhya pradesh,gwalior,whole year,coriander,2003,25.0,106.36805770000001,11.0,55,7,43,25
1647,madhya pradesh,gwalior,whole year,coriander,2004,22.0,115.7297548,10.0,54,6,43,25
1648,madhya pradesh,gwalior,whole year,coriander,2006,23.0,93.18189623,7.0,63,7,43,25
1649,madhya pradesh,gwalior,whole year,coriander,2007,21.0,63.97218552,7.0,58,8,42,25
1650,madhya pradesh,gwalior,whole year,coriander,2008,27.0,52.43318213,14.0,56,6,42,25
1651,madhya pradesh,gwalior,whole year,coriander,2009,9.0,66.79659851,5.0,58,7,44,26
1652,madhya pradesh,gwalior,whole year,coriander,2010,11.0,67.09304988,5.0,58,6,44,26
1653,madhya pradesh,gwalior,whole year,coriander,2011,10.0,123.9083375,5.0,58,3,43,25
1654,madhya pradesh,gwalior,whole year,coriander,2012,3.0,60.66044479,1.0,55,5,42,25
1655,madhya pradesh,gwalior,whole year,coriander,2013,31.0,67.16477392,10.0,62,6,44,24
1656,madhya pradesh,harda,whole year,coriander,1999,393.0,109.9203145,169.0,56,6,43,25
1657,madhya pradesh,harda,whole year,coriander,2000,255.0,75.52610954,74.0,51,6,48,25
1658,madhya pradesh,harda,whole year,coriander,2001,305.0,92.60934246,111.0,51,6,43,25
1659,madhya pradesh,harda,whole year,coriander,2002,376.0,78.18494521,138.0,51,7,43,26
1660,madhya pradesh,harda,whole year,coriander,2003,305.0,73.0229121,110.0,55,7,43,25
1661,madhya pradesh,harda,whole year,coriander,2004,294.0,102.191826,126.0,54,6,43,25
1662,madhya pradesh,harda,whole year,coriander,2006,188.0,70.14356883,59.0,63,7,43,25
1663,madhya pradesh,harda,whole year,coriander,2007,282.0,77.56535875,84.0,58,8,42,25
1664,madhya pradesh,harda,whole year,coriander,2008,180.0,73.28211323,70.0,56,6,42,25
1665,madhya pradesh,harda,whole year,coriander,2009,290.0,82.34200944,105.0,58,7,44,26
1666,madhya pradesh,harda,whole year,coriander,2010,252.0,64.08433412,93.0,58,6,44,26
1667,madhya pradesh,harda,whole year,coriander,2011,189.0,113.1221945,64.0,58,3,43,25
1668,madhya pradesh,harda,whole year,coriander,2012,234.0,68.52901621,92.0,55,5,42,25
1669,madhya pradesh,harda,whole year,coriander,2013,179.0,74.96487511,60.0,62,6,44,24
1670,madhya pradesh,hoshangabad,whole year,coriander,1999,357.0,103.0314063,163.0,56,6,43,25
1671,madhya pradesh,hoshangabad,whole year,coriander,2000,329.0,86.76670052,146.0,51,6,48,25
1672,madhya pradesh,hoshangabad,whole year,coriander,2001,277.0,93.33564171,120.0,51,6,43,25
1673,madhya pradesh,hoshangabad,whole year,coriander,2002,352.0,96.75080348,144.0,51,7,43,26
1674,madhya pradesh,hoshangabad,whole year,coriander,2003,403.0,77.49198362,144.0,55,7,43,25
1675,madhya pradesh,hoshangabad,whole year,coriander,2004,396.0,86.6579153,160.0,54,6,43,25
1676,madhya pradesh,hoshangabad,whole year,coriander,2006,360.0,65.02740961,167.0,63,7,43,25
1677,madhya pradesh,hoshangabad,whole year,coriander,2007,430.0,64.83066016,196.0,58,8,42,25
1678,madhya pradesh,hoshangabad,whole year,coriander,2008,279.0,56.15630501,127.0,56,6,42,25
1679,madhya pradesh,hoshangabad,whole year,coriander,2009,327.0,75.36910875,149.0,58,7,44,26
1680,madhya pradesh,hoshangabad,whole year,coriander,2010,330.0,57.2228424,152.0,58,6,44,26
1681,madhya pradesh,hoshangabad,whole year,coriander,2011,299.0,81.68365353,156.0,58,3,43,25
1682,madhya pradesh,hoshangabad,whole year,coriander,2012,305.0,58.38347113,143.0,55,5,42,25
1683,madhya pradesh,hoshangabad,whole year,coriander,2013,302.0,72.87553799,129.0,62,6,44,24
1684,madhya pradesh,indore,whole year,coriander,2000,39.0,88.32979483,10.0,51,6,48,25
1685,madhya pradesh,indore,whole year,coriander,2002,44.0,72.5507329,14.0,51,7,43,26
1686,madhya pradesh,indore,whole year,coriander,2003,47.0,86.25814441,17.0,55,7,43,25
1687,madhya pradesh,indore,whole year,coriander,2004,19.0,79.65309537,7.0,54,6,43,25
1688,madhya pradesh,indore,whole year,coriander,2006,162.0,66.89025795,54.0,63,7,43,25
1689,madhya pradesh,indore,whole year,coriander,2007,211.0,68.84985483,78.0,58,8,42,25
1690,madhya pradesh,indore,whole year,coriander,2008,221.0,48.9382379,80.0,56,6,42,25
1691,madhya pradesh,indore,whole year,coriander,2009,103.0,114.64388079999999,40.0,58,7,44,26
1692,madhya pradesh,indore,whole year,coriander,2010,37.0,112.15707340000002,15.0,58,6,44,26
1693,madhya pradesh,indore,whole year,coriander,2011,80.0,106.8410895,31.0,58,3,43,25
1694,madhya pradesh,indore,whole year,coriander,2012,95.0,98.63192412,27.0,55,5,42,25
1695,madhya pradesh,indore,whole year,coriander,2013,35.0,140.499327,11.0,62,6,44,24
1696,madhya pradesh,jabalpur,whole year,coriander,1999,710.0,116.95561059999999,210.0,56,6,43,25
1697,madhya pradesh,jabalpur,whole year,coriander,2000,754.0,106.63458059999999,175.0,51,6,48,25
1698,madhya pradesh,jabalpur,whole year,coriander,2001,760.0,168.46629840000003,225.0,51,6,43,25
1699,madhya pradesh,jabalpur,whole year,coriander,2002,874.0,122.6760249,250.0,51,7,43,26
1700,madhya pradesh,jabalpur,whole year,coriander,2003,1026.0,108.45708540000001,360.0,55,7,43,25
1701,madhya pradesh,jabalpur,whole year,coriander,2004,786.0,101.3190905,281.0,54,6,43,25
1702,madhya pradesh,jabalpur,whole year,coriander,2006,758.0,109.8029242,271.0,63,7,43,25
1703,madhya pradesh,jabalpur,whole year,coriander,2007,651.0,113.0224104,141.0,58,8,42,25
1704,madhya pradesh,jabalpur,whole year,coriander,2008,705.0,88.90461753,163.0,56,6,42,25
1705,madhya pradesh,jabalpur,whole year,coriander,2009,301.0,52.72938571,70.0,58,7,44,26
1706,madhya pradesh,jabalpur,whole year,coriander,2010,620.0,54.79961548,168.0,58,6,44,26
1707,madhya pradesh,jabalpur,whole year,coriander,2011,676.0,54.82205129,197.0,58,3,43,25
1708,madhya pradesh,jabalpur,whole year,coriander,2012,830.0,54.76100427,224.0,55,5,42,25
1709,madhya pradesh,jabalpur,whole year,coriander,2013,717.0,114.25725039999999,258.0,62,6,44,24
1710,madhya pradesh,jhabua,whole year,coriander,2007,3.0,61.70993753,1.0,58,8,42,25
1711,madhya pradesh,jhabua,whole year,coriander,2010,2.0,55.12404123,1.0,58,6,44,26
1712,madhya pradesh,jhabua,whole year,coriander,2012,8.0,99.59475344,4.0,55,5,42,25
