State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temperature,humidity,soil moisture
andhra pradesh,anantapur,2014,rabi       ,tobacco,341,635,34,45,52
andhra pradesh,chittoor,1999,whole year ,tobacco,17,17,34,45,52
andhra pradesh,chittoor,2000,whole year ,tobacco,14,13,36,35,45
andhra pradesh,chittoor,2001,whole year ,tobacco,33,38,36,35,45
andhra pradesh,chittoor,2002,whole year ,tobacco,66,107,34,45,52
andhra pradesh,chittoor,2003,whole year ,tobacco,2,3,37,40,46
andhra pradesh,chittoor,2004,whole year ,tobacco,4,4,36,41,50
andhra pradesh,chittoor,2005,whole year ,tobacco,7,7,25,55,55
andhra pradesh,chittoor,2006,whole year ,tobacco,114,134,34,55,62
andhra pradesh,chittoor,2008,whole year ,tobacco,225,359,36,40,54
andhra pradesh,chittoor,2009,whole year ,tobacco,301,508,36,35,45
andhra pradesh,chittoor,2010,whole year ,tobacco,130,229,34,45,52
andhra pradesh,chittoor,2011,whole year ,tobacco,51,82,36,40,54
andhra pradesh,chittoor,2012,rabi       ,tobacco,55,78,34,55,62
andhra pradesh,chittoor,2013,kharif     ,tobacco,8,15,34,45,52
andhra pradesh,chittoor,2013,rabi       ,tobacco,64,116,36,41,50
andhra pradesh,chittoor,2014,rabi       ,tobacco,47,141,36,41,50
andhra pradesh,east godavari,1997,kharif     ,tobacco,13100,17100,37,42,55
andhra pradesh,east godavari,1998,whole year ,tobacco,7000,15900,35,50,59
andhra pradesh,east godavari,1999,whole year ,tobacco,8877,10182,36,41,50
andhra pradesh,east godavari,2000,whole year ,tobacco,5654,9185,36,40,54
andhra pradesh,east godavari,2001,whole year ,tobacco,9071,14429,34,45,52
andhra pradesh,east godavari,2002,whole year ,tobacco,4577,12632,34,55,62
andhra pradesh,east godavari,2003,whole year ,tobacco,6672,20151,25,55,55
andhra pradesh,east godavari,2004,whole year ,tobacco,4881,6777,34,45,52
andhra pradesh,east godavari,2005,whole year ,tobacco,7970,14449,34,45,52
andhra pradesh,east godavari,2006,whole year ,tobacco,7116,13194,36,40,54
andhra pradesh,east godavari,2007,whole year ,tobacco,7000,7000,25,55,55
andhra pradesh,east godavari,2008,whole year ,tobacco,8227,32814,37,42,55
andhra pradesh,east godavari,2009,whole year ,tobacco,8990,18802,36,35,45
andhra pradesh,east godavari,2010,whole year ,tobacco,4804,11761,36,35,45
andhra pradesh,east godavari,2011,whole year ,tobacco,4538,12728,35,50,59
andhra pradesh,east godavari,2012,kharif     ,tobacco,2235,5840,35,50,59
andhra pradesh,east godavari,2012,rabi       ,tobacco,2757,8757,25,55,55
andhra pradesh,east godavari,2013,kharif     ,tobacco,1070,2805,36,40,54
andhra pradesh,east godavari,2013,rabi       ,tobacco,2828,9202,35,50,59
andhra pradesh,east godavari,2014,kharif     ,tobacco,1007,4578,35,50,59
andhra pradesh,east godavari,2014,rabi       ,tobacco,3010,13721,36,41,50
andhra pradesh,guntur,1997,kharif     ,tobacco,11400,13200,37,42,55
andhra pradesh,guntur,1998,whole year ,tobacco,9900,13600,34,45,52
andhra pradesh,guntur,1999,whole year ,tobacco,8534,16308,34,45,52
andhra pradesh,guntur,2000,whole year ,tobacco,2345,,34,55,62
andhra pradesh,guntur,2001,whole year ,tobacco,2857,4480,35,50,59
andhra pradesh,guntur,2002,whole year ,tobacco,2592,2803,35,50,59
andhra pradesh,guntur,2003,whole year ,tobacco,3181,7965,25,55,55
andhra pradesh,guntur,2004,whole year ,tobacco,3872,7020,34,45,52
andhra pradesh,guntur,2005,whole year ,tobacco,3110,5759,37,42,55
andhra pradesh,guntur,2006,whole year ,tobacco,2541,5377,36,35,45
andhra pradesh,guntur,2007,whole year ,tobacco,2000,5000,37,42,55
andhra pradesh,guntur,2008,whole year ,tobacco,6246,15890,35,50,59
andhra pradesh,guntur,2009,whole year ,tobacco,9223,21059,35,50,59
andhra pradesh,guntur,2010,whole year ,tobacco,4116,10729,36,35,45
andhra pradesh,guntur,2011,whole year ,tobacco,4487,14803,25,55,55
andhra pradesh,guntur,2012,kharif     ,tobacco,1378,4775,36,40,54
andhra pradesh,guntur,2012,rabi       ,tobacco,4598,14961,37,40,46
andhra pradesh,guntur,2013,rabi       ,tobacco,6435,21523,34,45,52
andhra pradesh,guntur,2014,rabi       ,tobacco,4991,14559,34,45,52
andhra pradesh,kadapa,1997,kharif     ,tobacco,600,600,25,55,55
andhra pradesh,kadapa,1998,whole year ,tobacco,1100,900,36,41,50
andhra pradesh,kadapa,2000,whole year ,tobacco,113,145,36,35,45
andhra pradesh,kadapa,2001,whole year ,tobacco,81,82,37,42,55
andhra pradesh,kadapa,2002,whole year ,tobacco,174,170,36,40,54
andhra pradesh,kadapa,2003,whole year ,tobacco,389,489,36,40,54
andhra pradesh,kadapa,2004,whole year ,tobacco,85,94,36,40,54
andhra pradesh,kadapa,2005,whole year ,tobacco,74,91,37,40,46
andhra pradesh,kadapa,2006,whole year ,tobacco,60,73,35,50,59
andhra pradesh,kadapa,2008,whole year ,tobacco,324,516,34,55,62
andhra pradesh,kadapa,2009,whole year ,tobacco,377,633,34,45,52
andhra pradesh,kadapa,2010,whole year ,tobacco,169,257,35,50,59
andhra pradesh,kadapa,2011,whole year ,tobacco,142,230,36,35,45
andhra pradesh,kadapa,2012,kharif     ,tobacco,20,28,37,42,55
andhra pradesh,kadapa,2012,rabi       ,tobacco,42,61,36,35,45
andhra pradesh,kadapa,2013,kharif     ,tobacco,11,20,37,40,46
andhra pradesh,kadapa,2013,rabi       ,tobacco,23,42,36,35,45
andhra pradesh,kadapa,2014,kharif     ,tobacco,20,60,34,55,62
andhra pradesh,kadapa,2014,rabi       ,tobacco,6,18,36,35,45
andhra pradesh,krishna,1997,kharif     ,tobacco,7700,6900,36,35,45
andhra pradesh,krishna,1998,whole year ,tobacco,8000,15400,34,55,62
andhra pradesh,krishna,1999,whole year ,tobacco,3693,3711,37,42,55
andhra pradesh,krishna,2000,whole year ,tobacco,2669,7177,36,40,54
andhra pradesh,krishna,2001,whole year ,tobacco,3784,6551,34,55,62
andhra pradesh,krishna,2002,whole year ,tobacco,3832,9414,36,40,54
andhra pradesh,krishna,2003,whole year ,tobacco,4136,7924,37,42,55
andhra pradesh,krishna,2004,whole year ,tobacco,5097,9589,34,45,52
andhra pradesh,krishna,2005,whole year ,tobacco,4747,10060,37,42,55
andhra pradesh,krishna,2006,whole year ,tobacco,5196,11685,25,55,55
andhra pradesh,krishna,2007,whole year ,tobacco,5000,12000,25,55,55
andhra pradesh,krishna,2008,whole year ,tobacco,7145,19515,37,42,55
andhra pradesh,krishna,2009,whole year ,tobacco,7027,19474,36,35,45
andhra pradesh,krishna,2010,whole year ,tobacco,5160,12771,35,50,59
andhra pradesh,krishna,2011,whole year ,tobacco,3425,13256,36,40,54
andhra pradesh,krishna,2012,rabi       ,tobacco,2562,12515,25,55,55
andhra pradesh,krishna,2013,rabi       ,tobacco,1591,7470,34,45,52
andhra pradesh,krishna,2014,rabi       ,tobacco,2006,12527,35,50,59
andhra pradesh,kurnool,1997,kharif     ,tobacco,23000,22700,35,50,59
andhra pradesh,kurnool,1998,whole year ,tobacco,22100,18700,35,50,59
andhra pradesh,kurnool,1999,whole year ,tobacco,61,61,37,42,55
andhra pradesh,kurnool,2000,whole year ,tobacco,13264,16890,35,50,59
andhra pradesh,kurnool,2001,whole year ,tobacco,13217,13309,37,40,46
andhra pradesh,kurnool,2002,whole year ,tobacco,7240,6830,34,45,52
andhra pradesh,kurnool,2003,whole year ,tobacco,13777,17318,37,42,55
andhra pradesh,kurnool,2004,whole year ,tobacco,12981,14110,36,40,54
andhra pradesh,kurnool,2005,whole year ,tobacco,13857,14927,36,40,54
andhra pradesh,kurnool,2006,whole year ,tobacco,8155,9251,36,40,54
andhra pradesh,kurnool,2007,whole year ,tobacco,7000,10000,36,40,54
andhra pradesh,kurnool,2008,whole year ,tobacco,11614,18513,36,35,45
andhra pradesh,kurnool,2009,whole year ,tobacco,18627,31479,34,45,52
andhra pradesh,kurnool,2010,whole year ,tobacco,12141,21405,36,41,50
andhra pradesh,kurnool,2011,whole year ,tobacco,9007,14529,36,41,50
andhra pradesh,kurnool,2012,kharif     ,tobacco,80,113,36,40,54
andhra pradesh,kurnool,2012,rabi       ,tobacco,6575,9277,36,40,54
andhra pradesh,kurnool,2013,kharif     ,tobacco,294,534,37,40,46
andhra pradesh,kurnool,2013,rabi       ,tobacco,5378,9778,37,40,46
andhra pradesh,kurnool,2014,kharif     ,tobacco,86,257,37,42,55
andhra pradesh,kurnool,2014,rabi       ,tobacco,6169,18458,34,55,62
andhra pradesh,prakasam,1997,kharif     ,tobacco,79100,63600,25,55,55
andhra pradesh,prakasam,1998,whole year ,tobacco,74500,80400,36,35,45
andhra pradesh,prakasam,1999,whole year ,tobacco,65876,53294,36,40,54
andhra pradesh,prakasam,2000,whole year ,tobacco,6985,14894,36,35,45
andhra pradesh,prakasam,2001,whole year ,tobacco,51549,57805,36,41,50
andhra pradesh,prakasam,2002,whole year ,tobacco,58544,64818,34,55,62
andhra pradesh,prakasam,2003,whole year ,tobacco,58542,68824,36,40,54
andhra pradesh,prakasam,2004,whole year ,tobacco,61802,77556,37,42,55
andhra pradesh,prakasam,2005,whole year ,tobacco,61058,76996,25,55,55
andhra pradesh,prakasam,2006,whole year ,tobacco,60299,62230,35,50,59
andhra pradesh,prakasam,2007,whole year ,tobacco,57000,67000,35,50,59
andhra pradesh,prakasam,2008,whole year ,tobacco,81738,120504,37,40,46
andhra pradesh,prakasam,2009,whole year ,tobacco,94292,157105,34,45,52
andhra pradesh,prakasam,2010,whole year ,tobacco,81271,127518,35,50,59
andhra pradesh,prakasam,2011,whole year ,tobacco,62776,109504,36,40,54
andhra pradesh,prakasam,2012,kharif     ,tobacco,2359,7247,34,45,52
andhra pradesh,prakasam,2012,rabi       ,tobacco,69234,125623,34,45,52
andhra pradesh,prakasam,2013,kharif     ,tobacco,2805,8753,37,40,46
andhra pradesh,prakasam,2013,rabi       ,tobacco,83416,158600,37,40,46
andhra pradesh,prakasam,2014,kharif     ,tobacco,1801,3699,36,41,50
andhra pradesh,prakasam,2014,rabi       ,tobacco,78761,167264,36,40,54
andhra pradesh,spsr nellore,1997,kharif     ,tobacco,12500,12600,36,40,54
andhra pradesh,spsr nellore,1998,whole year ,tobacco,12900,14000,34,55,62
andhra pradesh,spsr nellore,1999,whole year ,tobacco,12061,14123,35,50,59
andhra pradesh,spsr nellore,2000,whole year ,tobacco,12,28,37,42,55
andhra pradesh,spsr nellore,2001,whole year ,tobacco,10068,11548,36,40,54
andhra pradesh,spsr nellore,2002,whole year ,tobacco,10313,11881,36,40,54
andhra pradesh,spsr nellore,2003,whole year ,tobacco,11122,16761,36,41,50
andhra pradesh,spsr nellore,2004,whole year ,tobacco,10375,7592,34,55,62
andhra pradesh,spsr nellore,2005,whole year ,tobacco,10759,9870,34,45,52
andhra pradesh,spsr nellore,2006,whole year ,tobacco,11097,13183,36,40,54
andhra pradesh,spsr nellore,2007,whole year ,tobacco,10000,7000,34,55,62
andhra pradesh,spsr nellore,2008,whole year ,tobacco,12182,8040,34,55,62
andhra pradesh,spsr nellore,2009,whole year ,tobacco,14173,18042,37,42,55
andhra pradesh,spsr nellore,2010,whole year ,tobacco,10863,18369,36,35,45
andhra pradesh,spsr nellore,2011,whole year ,tobacco,10882,17531,36,41,50
andhra pradesh,spsr nellore,2012,rabi       ,tobacco,9482,14365,36,35,45
andhra pradesh,spsr nellore,2013,rabi       ,tobacco,11267,8878,34,45,52
andhra pradesh,spsr nellore,2014,rabi       ,tobacco,12296,30002,37,42,55
andhra pradesh,srikakulam,2000,whole year ,tobacco,44,103,25,55,55
andhra pradesh,srikakulam,2001,whole year ,tobacco,40,59,37,42,55
andhra pradesh,srikakulam,2002,whole year ,tobacco,29,65,34,55,62
andhra pradesh,srikakulam,2003,whole year ,tobacco,35,75,37,42,55
andhra pradesh,srikakulam,2004,whole year ,tobacco,35,75,35,50,59
andhra pradesh,srikakulam,2005,whole year ,tobacco,58,158,37,40,46
andhra pradesh,srikakulam,2006,whole year ,tobacco,70,165,37,42,55
andhra pradesh,srikakulam,2008,whole year ,tobacco,112,308,36,35,45
andhra pradesh,srikakulam,2009,whole year ,tobacco,97,238,36,35,45
andhra pradesh,srikakulam,2010,whole year ,tobacco,105,337,37,40,46
andhra pradesh,srikakulam,2011,whole year ,tobacco,50,172,36,40,54
andhra pradesh,srikakulam,2012,rabi       ,tobacco,16,55,36,40,54
andhra pradesh,srikakulam,2013,kharif     ,tobacco,2,7,34,55,62
andhra pradesh,visakhapatanam,1997,kharif     ,tobacco,3100,3600,36,40,54
andhra pradesh,visakhapatanam,1998,whole year ,tobacco,1400,3200,37,40,46
andhra pradesh,visakhapatanam,1999,whole year ,tobacco,554,557,37,42,55
andhra pradesh,visakhapatanam,2000,whole year ,tobacco,2993,6021,34,45,52
andhra pradesh,visakhapatanam,2001,whole year ,tobacco,1702,2598,34,45,52
andhra pradesh,visakhapatanam,2002,whole year ,tobacco,1293,3636,35,50,59
andhra pradesh,visakhapatanam,2003,whole year ,tobacco,1803,3447,34,45,52
andhra pradesh,visakhapatanam,2004,whole year ,tobacco,1466,2939,34,55,62
andhra pradesh,visakhapatanam,2005,whole year ,tobacco,1335,3456,36,40,54
andhra pradesh,visakhapatanam,2006,whole year ,tobacco,925,1993,36,41,50
andhra pradesh,visakhapatanam,2007,whole year ,tobacco,1000,1000,36,41,50
andhra pradesh,visakhapatanam,2008,whole year ,tobacco,1154,2926,36,35,45
andhra pradesh,visakhapatanam,2009,whole year ,tobacco,999,2244,25,55,55
andhra pradesh,visakhapatanam,2010,whole year ,tobacco,495,1361,34,55,62
andhra pradesh,visakhapatanam,2011,whole year ,tobacco,580,1847,36,35,45
andhra pradesh,visakhapatanam,2012,kharif     ,tobacco,355,922,37,42,55
andhra pradesh,visakhapatanam,2012,rabi       ,tobacco,115,260,25,55,55
andhra pradesh,visakhapatanam,2013,kharif     ,tobacco,331,1032,34,55,62
andhra pradesh,visakhapatanam,2013,rabi       ,tobacco,106,372,36,41,50
andhra pradesh,visakhapatanam,2014,kharif     ,tobacco,248,774,37,42,55
andhra pradesh,visakhapatanam,2014,rabi       ,tobacco,113,340,36,35,45
andhra pradesh,vizianagaram,1997,kharif     ,tobacco,1500,2300,36,40,54
andhra pradesh,vizianagaram,1998,whole year ,tobacco,2000,3400,25,55,55
andhra pradesh,vizianagaram,1999,whole year ,tobacco,296,297,36,35,45
andhra pradesh,vizianagaram,2000,whole year ,tobacco,1709,3987,36,40,54
andhra pradesh,vizianagaram,2001,whole year ,tobacco,1658,2694,34,55,62
andhra pradesh,vizianagaram,2002,whole year ,tobacco,1577,3553,34,45,52
andhra pradesh,vizianagaram,2003,whole year ,tobacco,1782,3796,35,50,59
andhra pradesh,vizianagaram,2004,whole year ,tobacco,1673,3565,37,42,55
andhra pradesh,vizianagaram,2005,whole year ,tobacco,1976,4462,35,50,59
andhra pradesh,vizianagaram,2006,whole year ,tobacco,1241,2688,36,41,50
andhra pradesh,vizianagaram,2007,whole year ,tobacco,1000,2000,36,35,45
andhra pradesh,vizianagaram,2008,whole year ,tobacco,1806,4540,37,42,55
andhra pradesh,vizianagaram,2009,whole year ,tobacco,1920,4250,37,40,46
andhra pradesh,vizianagaram,2010,whole year ,tobacco,1000,2964,34,45,52
andhra pradesh,vizianagaram,2011,whole year ,tobacco,1344,2459,36,41,50
andhra pradesh,vizianagaram,2012,rabi       ,tobacco,1182,3000,34,45,52
andhra pradesh,vizianagaram,2013,kharif     ,tobacco,3,11,35,50,59
andhra pradesh,vizianagaram,2013,rabi       ,tobacco,741,1250,36,35,45
andhra pradesh,vizianagaram,2014,kharif     ,tobacco,27,81,36,35,45
andhra pradesh,vizianagaram,2014,rabi       ,tobacco,515,1548,36,40,54
andhra pradesh,west godavari,1997,kharif     ,tobacco,26300,32100,36,35,45
andhra pradesh,west godavari,1998,whole year ,tobacco,29200,42400,37,40,46
andhra pradesh,west godavari,1999,whole year ,tobacco,20308,22339,35,50,59
andhra pradesh,west godavari,2000,whole year ,tobacco,7168,15648,35,50,59
andhra pradesh,west godavari,2001,whole year ,tobacco,22186,31477,34,55,62
andhra pradesh,west godavari,2002,whole year ,tobacco,19418,31870,34,55,62
andhra pradesh,west godavari,2003,whole year ,tobacco,21385,29953,25,55,55
andhra pradesh,west godavari,2004,whole year ,tobacco,18118,25840,36,40,54
andhra pradesh,west godavari,2005,whole year ,tobacco,20597,40931,36,41,50
andhra pradesh,west godavari,2006,whole year ,tobacco,21129,38374,35,50,59
andhra pradesh,west godavari,2007,whole year ,tobacco,22000,47000,34,45,52
andhra pradesh,west godavari,2008,whole year ,tobacco,29053,55748,34,45,52
andhra pradesh,west godavari,2009,whole year ,tobacco,29229,56548,36,41,50
andhra pradesh,west godavari,2010,whole year ,tobacco,28168,52357,36,40,54
andhra pradesh,west godavari,2011,whole year ,tobacco,25908,47275,36,35,45
andhra pradesh,west godavari,2012,rabi       ,tobacco,26693,46701,35,50,59
andhra pradesh,west godavari,2013,rabi       ,tobacco,26471,45260,36,41,50
andhra pradesh,west godavari,2014,rabi       ,tobacco,28046,89107,35,50,59
andhra pradesh,anantapur,2000,whole year ,turmeric,39,272,36,41,50
andhra pradesh,anantapur,2001,whole year ,turmeric,8,40,36,41,50
andhra pradesh,anantapur,2004,whole year ,turmeric,4,36,37,42,55
andhra pradesh,anantapur,2005,whole year ,turmeric,2,15,25,55,55
andhra pradesh,anantapur,2006,whole year ,turmeric,1,8,36,41,50
andhra pradesh,anantapur,2008,whole year ,turmeric,4,40,36,40,54
andhra pradesh,anantapur,2010,whole year ,turmeric,13,102,37,42,55
andhra pradesh,anantapur,2011,whole year ,turmeric,321,2645,34,45,52
andhra pradesh,anantapur,2012,kharif     ,turmeric,65,728,36,35,45
andhra pradesh,anantapur,2013,kharif     ,turmeric,46,567,35,50,59
andhra pradesh,anantapur,2014,kharif     ,turmeric,19,223,35,50,59
andhra pradesh,chittoor,2000,whole year ,turmeric,89,620,37,40,46
andhra pradesh,chittoor,2001,whole year ,turmeric,69,341,37,40,46
andhra pradesh,chittoor,2002,whole year ,turmeric,76,247,35,50,59
andhra pradesh,chittoor,2003,whole year ,turmeric,60,417,37,42,55
andhra pradesh,chittoor,2004,whole year ,turmeric,88,794,37,42,55
andhra pradesh,chittoor,2005,whole year ,turmeric,52,394,36,35,45
andhra pradesh,chittoor,2006,whole year ,turmeric,81,635,35,50,59
andhra pradesh,chittoor,2008,whole year ,turmeric,64,646,34,45,52
andhra pradesh,chittoor,2009,whole year ,turmeric,32,387,37,40,46
andhra pradesh,chittoor,2010,whole year ,turmeric,47,369,34,55,62
andhra pradesh,chittoor,2011,whole year ,turmeric,31,255,34,45,52
andhra pradesh,chittoor,2012,kharif     ,turmeric,17,190,37,40,46
andhra pradesh,chittoor,2013,kharif     ,turmeric,16,197,35,50,59
andhra pradesh,chittoor,2014,kharif     ,turmeric,17,199,35,50,59
andhra pradesh,east godavari,2000,whole year ,turmeric,282,1266,34,45,52
andhra pradesh,east godavari,2001,whole year ,turmeric,239,1033,34,55,62
andhra pradesh,east godavari,2002,whole year ,turmeric,265,1421,25,55,55
andhra pradesh,east godavari,2003,whole year ,turmeric,222,1370,37,40,46
andhra pradesh,east godavari,2004,whole year ,turmeric,416,3363,34,55,62
andhra pradesh,east godavari,2005,whole year ,turmeric,410,2571,34,55,62
andhra pradesh,east godavari,2006,whole year ,turmeric,289,1699,34,45,52
andhra pradesh,east godavari,2008,whole year ,turmeric,267,1835,36,40,54
andhra pradesh,east godavari,2009,whole year ,turmeric,165,1029,37,40,46
andhra pradesh,east godavari,2010,whole year ,turmeric,339,2070,37,40,46
andhra pradesh,east godavari,2011,whole year ,turmeric,296,2222,25,55,55
andhra pradesh,east godavari,2012,kharif     ,turmeric,183,1212,36,35,45
andhra pradesh,east godavari,2013,kharif     ,turmeric,159,1059,34,55,62
andhra pradesh,east godavari,2014,kharif     ,turmeric,160,1151,36,35,45
andhra pradesh,guntur,2000,whole year ,turmeric,4902,25647,35,50,59
andhra pradesh,guntur,2001,whole year ,turmeric,4266,22964,25,55,55
andhra pradesh,guntur,2002,whole year ,turmeric,4625,29669,36,35,45
andhra pradesh,guntur,2003,whole year ,turmeric,4289,30649,37,40,46
andhra pradesh,guntur,2004,whole year ,turmeric,4846,34184,34,55,62
andhra pradesh,guntur,2005,whole year ,turmeric,5219,34127,36,40,54
andhra pradesh,guntur,2006,whole year ,turmeric,5359,32047,37,40,46
andhra pradesh,guntur,2008,whole year ,turmeric,4394,30354,25,55,55
andhra pradesh,guntur,2009,whole year ,turmeric,4704,24301,25,55,55
andhra pradesh,guntur,2010,whole year ,turmeric,5413,35027,37,40,46
andhra pradesh,guntur,2011,whole year ,turmeric,5593,43737,36,35,45
andhra pradesh,guntur,2012,kharif     ,turmeric,5013,32695,34,55,62
andhra pradesh,guntur,2013,kharif     ,turmeric,5276,36858,36,40,54
andhra pradesh,guntur,2014,kharif     ,turmeric,4854,38817,37,40,46
andhra pradesh,kadapa,2000,whole year ,turmeric,3574,24889,37,40,46
andhra pradesh,kadapa,2001,whole year ,turmeric,2470,12204,36,40,54
andhra pradesh,kadapa,2002,whole year ,turmeric,3153,10228,34,55,62
andhra pradesh,kadapa,2003,whole year ,turmeric,2476,17221,34,55,62
andhra pradesh,kadapa,2004,whole year ,turmeric,2826,25505,34,45,52
andhra pradesh,kadapa,2005,whole year ,turmeric,2522,19107,36,41,50
andhra pradesh,kadapa,2006,whole year ,turmeric,3116,24436,25,55,55
andhra pradesh,kadapa,2008,whole year ,turmeric,2408,24297,35,50,59
andhra pradesh,kadapa,2009,whole year ,turmeric,3015,36506,34,55,62
andhra pradesh,kadapa,2010,whole year ,turmeric,5518,43438,25,55,55
andhra pradesh,kadapa,2011,whole year ,turmeric,7447,61363,37,40,46
andhra pradesh,kadapa,2012,kharif     ,turmeric,4510,17530,34,45,52
andhra pradesh,kadapa,2012,rabi       ,turmeric,31,120,36,41,50
andhra pradesh,kadapa,2013,kharif     ,turmeric,4044,39304,37,42,55
andhra pradesh,kadapa,2013,rabi       ,turmeric,8,78,36,41,50
andhra pradesh,kadapa,2014,kharif     ,turmeric,3285,26694,25,55,55
andhra pradesh,krishna,2000,whole year ,turmeric,2713,12184,34,45,52
andhra pradesh,krishna,2001,whole year ,turmeric,2081,7976,35,50,59
andhra pradesh,krishna,2002,whole year ,turmeric,1711,8141,34,55,62
andhra pradesh,krishna,2003,whole year ,turmeric,1410,12243,34,45,52
andhra pradesh,krishna,2004,whole year ,turmeric,1806,25065,34,55,62
andhra pradesh,krishna,2005,whole year ,turmeric,2504,19471,36,40,54
andhra pradesh,krishna,2006,whole year ,turmeric,2011,16617,36,35,45
andhra pradesh,krishna,2008,whole year ,turmeric,1884,20183,36,40,54
andhra pradesh,krishna,2009,whole year ,turmeric,2024,23414,37,40,46
andhra pradesh,krishna,2010,whole year ,turmeric,2014,17252,25,55,55
andhra pradesh,krishna,2011,whole year ,turmeric,2670,28540,34,45,52
andhra pradesh,krishna,2012,kharif     ,turmeric,2035,22179,35,50,59
andhra pradesh,krishna,2013,kharif     ,turmeric,2130,23626,34,45,52
andhra pradesh,krishna,2014,kharif     ,turmeric,1887,22578,35,50,59
andhra pradesh,kurnool,2000,whole year ,turmeric,1324,9221,25,55,55
andhra pradesh,kurnool,2001,whole year ,turmeric,878,4338,36,41,50
andhra pradesh,kurnool,2002,whole year ,turmeric,878,2848,35,50,59
andhra pradesh,kurnool,2003,whole year ,turmeric,691,4806,34,45,52
andhra pradesh,kurnool,2004,whole year ,turmeric,1568,14151,34,45,52
andhra pradesh,kurnool,2005,whole year ,turmeric,978,7409,34,45,52
andhra pradesh,kurnool,2006,whole year ,turmeric,1183,9277,34,45,52
andhra pradesh,kurnool,2008,whole year ,turmeric,941,9495,37,40,46
andhra pradesh,kurnool,2009,whole year ,turmeric,995,12047,34,55,62
andhra pradesh,kurnool,2010,whole year ,turmeric,1918,15098,37,42,55
andhra pradesh,kurnool,2011,whole year ,turmeric,4778,39371,37,42,55
andhra pradesh,kurnool,2012,kharif     ,turmeric,2435,60210,34,55,62
andhra pradesh,kurnool,2013,kharif     ,turmeric,1771,32305,37,42,55
andhra pradesh,kurnool,2013,rabi       ,turmeric,1,18,37,42,55
andhra pradesh,kurnool,2014,kharif     ,turmeric,2037,35705,34,45,52
andhra pradesh,prakasam,2000,whole year ,turmeric,246,1105,37,40,46
andhra pradesh,prakasam,2001,whole year ,turmeric,314,1357,37,42,55
andhra pradesh,prakasam,2002,whole year ,turmeric,183,981,25,55,55
andhra pradesh,prakasam,2003,whole year ,turmeric,172,1061,34,55,62
andhra pradesh,prakasam,2004,whole year ,turmeric,89,719,36,40,54
andhra pradesh,prakasam,2005,whole year ,turmeric,149,934,36,35,45
andhra pradesh,prakasam,2006,whole year ,turmeric,176,1035,25,55,55
andhra pradesh,prakasam,2008,whole year ,turmeric,329,2261,36,41,50
andhra pradesh,prakasam,2009,whole year ,turmeric,281,1752,34,55,62
andhra pradesh,prakasam,2010,whole year ,turmeric,532,3248,25,55,55
andhra pradesh,prakasam,2011,whole year ,turmeric,1343,10084,34,45,52
andhra pradesh,prakasam,2012,kharif     ,turmeric,557,3690,35,50,59
andhra pradesh,prakasam,2012,rabi       ,turmeric,25,166,35,50,59
andhra pradesh,prakasam,2013,kharif     ,turmeric,762,5073,37,42,55
andhra pradesh,prakasam,2013,rabi       ,turmeric,34,226,37,42,55
andhra pradesh,prakasam,2014,kharif     ,turmeric,698,5023,36,40,54
andhra pradesh,prakasam,2014,rabi       ,turmeric,2,14,34,55,62
andhra pradesh,spsr nellore,2000,whole year ,turmeric,137,615,36,40,54
andhra pradesh,spsr nellore,2001,whole year ,turmeric,107,462,34,45,52
andhra pradesh,spsr nellore,2002,whole year ,turmeric,175,938,34,55,62
andhra pradesh,spsr nellore,2003,whole year ,turmeric,91,561,36,40,54
andhra pradesh,spsr nellore,2004,whole year ,turmeric,118,954,35,50,59
andhra pradesh,spsr nellore,2005,whole year ,turmeric,165,1034,34,55,62
andhra pradesh,spsr nellore,2006,whole year ,turmeric,213,1252,34,45,52
andhra pradesh,spsr nellore,2008,whole year ,turmeric,98,673,35,50,59
andhra pradesh,spsr nellore,2009,whole year ,turmeric,111,692,36,40,54
andhra pradesh,spsr nellore,2010,whole year ,turmeric,153,934,37,40,46
andhra pradesh,spsr nellore,2011,whole year ,turmeric,280,2102,37,42,55
andhra pradesh,spsr nellore,2012,kharif     ,turmeric,99,656,35,50,59
andhra pradesh,spsr nellore,2013,kharif     ,turmeric,167,1112,36,41,50
andhra pradesh,spsr nellore,2014,kharif     ,turmeric,174,1252,37,40,46
andhra pradesh,srikakulam,2000,whole year ,turmeric,265,1190,36,35,45
andhra pradesh,srikakulam,2001,whole year ,turmeric,235,1016,36,40,54
andhra pradesh,srikakulam,2002,whole year ,turmeric,229,1228,25,55,55
andhra pradesh,srikakulam,2003,whole year ,turmeric,246,1518,34,45,52
andhra pradesh,srikakulam,2004,whole year ,turmeric,265,2142,25,55,55
andhra pradesh,srikakulam,2005,whole year ,turmeric,261,1637,36,41,50
andhra pradesh,srikakulam,2006,whole year ,turmeric,267,1570,36,40,54
andhra pradesh,srikakulam,2008,whole year ,turmeric,251,1725,37,40,46
andhra pradesh,srikakulam,2009,whole year ,turmeric,231,1440,37,40,46
andhra pradesh,srikakulam,2010,whole year ,turmeric,200,1221,36,41,50
andhra pradesh,srikakulam,2011,whole year ,turmeric,227,1704,34,45,52
andhra pradesh,srikakulam,2012,kharif     ,turmeric,219,1451,35,50,59
andhra pradesh,srikakulam,2013,kharif     ,turmeric,214,1425,25,55,55
